hs92,hs96,hs02,hs07,hs12,hs17,sitc1,sitc2,sitc3,sitc4,isic2,isic3
010111,010111,010110,010110,010121,010121,0015,0015,00151,0015,1110,0121
010111,010111,010110,010110,010121,010121,0015,0015,00152,0015,1110,0121
010111,010111,010110,010110,010130,010130,0015,0015,00151,0015,1110,0121
010111,010111,010110,010110,010130,010130,0015,0015,00152,0015,1110,0121
010120,010120,010110,010110,010121,010121,0015,0015,00151,0015,1110,0121
010120,010120,010110,010110,010121,010121,0015,0015,00152,0015,1110,0121
010120,010120,010110,010110,010130,010130,0015,0015,00151,0015,1110,0121
010120,010120,010110,010110,010130,010130,0015,0015,00152,0015,1110,0121
010119,010119,010190,010190,010129,010129,0015,0015,00151,0015,1110,0121
010119,010119,010190,010190,010129,010129,0015,0015,00152,0015,1110,0121
010119,010119,010190,010190,010130,010130,0015,0015,00151,0015,1110,0121
010119,010119,010190,010190,010130,010130,0015,0015,00152,0015,1110,0121
010119,010119,010190,010190,010190,010190,0015,0015,00151,0015,1110,0121
010119,010119,010190,010190,010190,010190,0015,0015,00152,0015,1110,0121
010120,010120,010190,010190,010129,010129,0015,0015,00151,0015,1110,0121
010120,010120,010190,010190,010129,010129,0015,0015,00152,0015,1110,0121
010120,010120,010190,010190,010130,010130,0015,0015,00151,0015,1110,0121
010120,010120,010190,010190,010130,010130,0015,0015,00152,0015,1110,0121
010120,010120,010190,010190,010190,010190,0015,0015,00151,0015,1110,0121
010120,010120,010190,010190,010190,010190,0015,0015,00152,0015,1110,0121
010210,010210,010210,010210,010221,010221,0011,00111,00111,00111,1110,0121
010210,010210,010210,010210,010231,010231,0011,00111,00111,00111,1110,0121
010210,010210,010210,010210,010290,010290,0011,00111,00111,00111,1110,0121
010290,010290,010290,010290,010229,010229,0011,00119,00119,00119,1110,0121
010290,010290,010290,010290,010239,010239,0011,00119,00119,00119,1110,0121
010290,010290,010290,010290,010290,010290,0011,00119,00119,00119,1110,0121
010310,010310,010310,010310,010310,010310,0013,0013,00131,00131,1110,0122
010391,010391,010391,010391,010391,010391,0013,0013,00139,00139,1110,0122
010392,010392,010392,010392,010392,010392,0013,0013,00139,00139,1110,0122
010410,010410,010410,010410,010410,010410,0012,00121,00121,00121,1110,0121
010420,010420,010420,010420,010420,010420,0012,00122,00122,00122,1110,0121
010511,010511,010511,010511,010511,010511,0014,00141,00141,00141,1110,0122
010519,010512,010512,010512,010512,010512,0014,00141,00141,00141,1110,0122
010519,010519,010519,010519,010513,010513,0014,00141,00141,00141,1110,0122
010519,010519,010519,010519,010514,010514,0014,00141,00141,00141,1110,0122
010519,010519,010519,010519,010515,010515,0014,00141,00141,00141,1110,0122
010591,010592,010592,010594,010594,010594,0014,00149,00149,00149,1110,0122
010591,010593,010593,010594,010594,010594,0014,00149,00149,00149,1110,0122
010599,010599,010599,010599,010599,010599,0014,00149,00149,00149,1110,0122
010600,010600,010611,010611,010611,010611,0019,0019,0019,0019,1130,0122
010600,010600,010611,010611,010611,010611,9410,9410,0019,0019,1130,0122
010600,010600,010612,010612,010612,010612,0019,0019,0019,0019,1130,0122
010600,010600,010612,010612,010612,010612,9410,9410,0019,0019,1130,0122
010600,010600,010619,010619,010612,010612,0019,0019,0019,0019,1130,0122
010600,010600,010619,010619,010612,010612,9410,9410,0019,0019,1130,0122
010600,010600,010619,010619,010613,010613,0019,0019,0019,0019,1130,0122
010600,010600,010619,010619,010613,010613,9410,9410,0019,0019,1130,0122
010600,010600,010619,010619,010614,010614,0019,0019,0019,0019,1130,0122
010600,010600,010619,010619,010614,010614,9410,9410,0019,0019,1130,0122
010600,010600,010619,010619,010619,010619,0019,0019,0019,0019,1130,0122
010600,010600,010619,010619,010619,010619,9410,9410,0019,0019,1130,0122
010600,010600,010620,010620,010620,010620,0019,0019,0019,0019,1130,0122
010600,010600,010620,010620,010620,010620,9410,9410,0019,0019,1130,0122
010600,010600,010631,010631,010631,010631,0019,0019,0019,0019,1130,0122
010600,010600,010631,010631,010631,010631,9410,9410,0019,0019,1130,0122
010600,010600,010632,010632,010632,010632,0019,0019,0019,0019,1130,0122
010600,010600,010632,010632,010632,010632,9410,9410,0019,0019,1130,0122
010600,010600,010639,010639,010633,010633,0019,0019,0019,0019,1130,0122
010600,010600,010639,010639,010633,010633,9410,9410,0019,0019,1130,0122
010600,010600,010639,010639,010639,010639,0019,0019,0019,0019,1130,0122
010600,010600,010639,010639,010639,010639,9410,9410,0019,0019,1130,0122
010600,010600,010690,010690,010641,010641,0019,0019,0019,0019,1130,0122
010600,010600,010690,010690,010641,010641,9410,9410,0019,0019,1130,0122
010600,010600,010690,010690,010649,010649,0019,0019,0019,0019,1130,0122
010600,010600,010690,010690,010649,010649,9410,9410,0019,0019,1130,0122
010600,010600,010690,010690,010690,010690,0019,0019,0019,0019,1130,0122
010600,010600,010690,010690,010690,010690,9410,9410,0019,0019,1130,0122
020110,020110,020110,020110,020110,020110,0111,01111,01111,01111,3111,1511
020120,020120,020120,020120,020120,020120,0111,01111,01111,01111,3111,1511
020130,020130,020130,020130,020130,020130,0111,01112,01112,01112,3111,1511
020210,020210,020210,020210,020210,020210,0111,01111,01121,01121,3111,1511
020220,020220,020220,020220,020220,020220,0111,01111,01121,01121,3111,1511
020230,020230,020230,020230,020230,020230,0111,01112,01122,01122,3111,1511
020311,020311,020311,020311,020311,020311,0113,0113,01221,01221,3111,1511
020312,020312,020312,020312,020312,020312,0113,0113,01221,01221,3111,1511
020319,020319,020319,020319,020319,020319,0113,0113,01221,01221,3111,1511
020321,020321,020321,020321,020321,020321,0113,0113,01222,01222,3111,1511
020322,020322,020322,020322,020322,020322,0113,0113,01222,01222,3111,1511
020329,020329,020329,020329,020329,020329,0113,0113,01222,01222,3111,1511
020410,020410,020410,020410,020410,020410,0112,0112,01211,01211,3111,1511
020421,020421,020421,020421,020421,020421,0112,0112,01211,01211,3111,1511
020422,020422,020422,020422,020422,020422,0112,0112,01211,01211,3111,1511
020423,020423,020423,020423,020423,020423,0112,0112,01211,01211,3111,1511
020430,020430,020430,020430,020430,020430,0112,0112,01212,01212,3111,1511
020441,020441,020441,020441,020441,020441,0112,0112,01212,01212,3111,1511
020442,020442,020442,020442,020442,020442,0112,0112,01212,01212,3111,1511
020443,020443,020443,020443,020443,020443,0112,0112,01212,01212,3111,1511
020450,020450,020450,020450,020450,020450,0112,0112,01213,01213,3111,1511
020500,020500,020500,020500,020500,020500,0115,0115,0124,0124,3111,1511
020610,020610,020610,020610,020610,020610,0116,0116,01251,01251,3111,1511
020621,020621,020621,020621,020621,020621,0116,0116,01252,01252,3111,1511
020622,020622,020622,020622,020622,020622,0116,0116,01252,01252,3111,1511
020629,020629,020629,020629,020629,020629,0116,0116,01252,01252,3111,1511
020630,020630,020630,020630,020630,020630,0116,0116,01253,01253,3111,1511
020641,020641,020641,020641,020641,020641,0116,0116,01254,01254,3111,1511
020649,020649,020649,020649,020649,020649,0116,0116,01254,01254,3111,1511
020680,020680,020680,020680,020680,020680,0116,0116,01255,01255,3111,1511
020690,020690,020690,020690,020690,020690,0116,0116,01256,01256,3111,1511
020710,020711,020711,020711,020711,020711,0114,0114,01231,01231,3111,1511
020721,020712,020712,020712,020712,020712,0114,0114,01232,01232,3111,1511
020739,020713,020713,020713,020713,020713,0114,0114,01234,01234,3111,1511
020741,020714,020714,020714,020714,020714,0114,0114,01235,01235,3111,1511
020741,020714,020714,020714,020714,020714,01181,01181,01236,01235,3111,1511
020750,020714,020714,020714,020714,020714,0114,0114,01235,01235,3111,1511
020750,020714,020714,020714,020714,020714,01181,01181,01236,01235,3111,1511
020710,020724,020724,020724,020724,020724,0114,0114,01231,01231,3111,1511
020722,020725,020725,020725,020725,020725,0114,0114,01232,01232,3111,1511
020739,020726,020726,020726,020726,020726,0114,0114,01234,01234,3111,1511
020742,020727,020727,020727,020727,020727,0114,0114,01235,01235,3111,1511
020742,020727,020727,020727,020727,020727,01181,01181,01236,01235,3111,1511
020750,020727,020727,020727,020727,020727,0114,0114,01235,01235,3111,1511
020750,020727,020727,020727,020727,020727,01181,01181,01236,01235,3111,1511
020710,020732,020732,020732,020741,020741,0114,0114,01231,01231,3111,1511
020710,020732,020732,020732,020751,020751,0114,0114,01231,01231,3111,1511
020710,020732,020732,020732,020760,020760,0114,0114,01231,01231,3111,1511
020723,020733,020733,020733,020742,020742,0114,0114,01232,01232,3111,1511
020723,020733,020733,020733,020752,020752,0114,0114,01232,01232,3111,1511
020723,020733,020733,020733,020760,020760,0114,0114,01232,01232,3111,1511
020731,020734,020734,020734,020743,020743,01181,01181,01233,01233,3111,1511
020731,020734,020734,020734,020753,020753,01181,01181,01233,01233,3111,1511
020739,020735,020735,020735,020744,020744,0114,0114,01234,01234,3111,1511
020739,020735,020735,020735,020754,020754,0114,0114,01234,01234,3111,1511
020739,020735,020735,020735,020760,020760,0114,0114,01234,01234,3111,1511
020743,020736,020736,020736,020745,020745,0114,0114,01235,01235,3111,1511
020743,020736,020736,020736,020745,020745,01181,01181,01236,01235,3111,1511
020743,020736,020736,020736,020755,020755,0114,0114,01235,01235,3111,1511
020743,020736,020736,020736,020755,020755,01181,01181,01236,01235,3111,1511
020743,020736,020736,020736,020760,020760,0114,0114,01235,01235,3111,1511
020743,020736,020736,020736,020760,020760,01181,01181,01236,01235,3111,1511
020750,020736,020736,020736,020745,020745,0114,0114,01235,01235,3111,1511
020750,020736,020736,020736,020745,020745,01181,01181,01236,01235,3111,1511
020750,020736,020736,020736,020755,020755,0114,0114,01235,01235,3111,1511
020750,020736,020736,020736,020755,020755,01181,01181,01236,01235,3111,1511
020750,020736,020736,020736,020760,020760,0114,0114,01235,01235,3111,1511
020750,020736,020736,020736,020760,020760,01181,01181,01236,01235,3111,1511
020810,020810,020810,020810,020810,020810,01189,01189,01291,01291,3111,1511
020820,020820,020820,020890,020840,020840,01189,01189,01292,01299,3111,1511
020820,020820,020820,020890,020840,020840,01189,01189,01299,01299,3111,1511
020820,020820,020820,020890,020860,020860,01189,01189,01292,01299,3111,1511
020820,020820,020820,020890,020860,020860,01189,01189,01299,01299,3111,1511
020820,020820,020820,020890,020890,020890,01189,01189,01292,01299,3111,1511
020820,020820,020820,020890,020890,020890,01189,01189,01299,01299,3111,1511
020890,020890,020830,020830,020830,020830,01189,01189,01292,01299,3111,1511
020890,020890,020830,020830,020830,020830,01189,01189,01299,01299,3111,1511
020890,020890,020840,020840,020840,020840,01189,01189,01292,01299,3111,1511
020890,020890,020840,020840,020840,020840,01189,01189,01299,01299,3111,1511
020890,020890,020850,020850,020850,020850,01189,01189,01292,01299,3111,1511
020890,020890,020850,020850,020850,020850,01189,01189,01299,01299,3111,1511
020890,020890,020890,020890,020840,020840,01189,01189,01292,01299,3111,1511
020890,020890,020890,020890,020840,020840,01189,01189,01299,01299,3111,1511
020890,020890,020890,020890,020860,020860,01189,01189,01292,01299,3111,1511
020890,020890,020890,020890,020860,020860,01189,01189,01299,01299,3111,1511
020890,020890,020890,020890,020890,020890,01189,01189,01292,01299,3111,1511
020890,020890,020890,020890,020890,020890,01189,01189,01299,01299,3111,1511
020900,020900,020900,020900,020910,020910,41131,41131,41131,41131,3111,1511
020900,020900,020900,020900,020990,020990,41131,41131,41131,41131,3111,1511
021011,021011,021011,021011,021011,021011,0121,0121,01611,01611,3111,1511
021012,021012,021012,021012,021012,021012,0121,0121,01612,01612,3111,1511
021019,021019,021019,021019,021019,021019,0121,0121,01619,01619,3111,1511
021020,021020,021020,021020,021020,021020,0129,0129,01681,01681,3111,1511
021090,021090,021091,021091,021091,021091,01181,01181,01689,01689,3111,1511
021090,021090,021091,021091,021091,021091,0129,0129,01689,01689,3111,1511
021090,021090,021091,021091,021091,021091,0138,0149,01689,01689,3111,1511
021090,021090,021092,021092,021092,021092,01181,01181,01689,01689,3111,1511
021090,021090,021092,021092,021092,021092,0129,0129,01689,01689,3111,1511
021090,021090,021092,021092,021092,021092,0138,0149,01689,01689,3111,1511
021090,021090,021093,021093,021093,021093,01181,01181,01689,01689,3111,1511
021090,021090,021093,021093,021093,021093,0129,0129,01689,01689,3111,1511
021090,021090,021093,021093,021093,021093,0138,0149,01689,01689,3111,1511
021090,021090,021099,021099,021092,021092,01181,01181,01689,01689,3111,1511
021090,021090,021099,021099,021092,021092,0129,0129,01689,01689,3111,1511
021090,021090,021099,021099,021092,021092,0138,0149,01689,01689,3111,1511
021090,021090,021099,021099,021099,021099,01181,01181,01689,01689,3111,1511
021090,021090,021099,021099,021099,021099,0129,0129,01689,01689,3111,1511
021090,021090,021099,021099,021099,021099,0138,0149,01689,01689,3111,1511
030110,030110,030110,030110,030111,030111,0311,0341,03411,03411,1301,0500
030110,030110,030110,030110,030119,030119,0311,0341,03411,03411,1301,0500
030191,030191,030191,030191,030191,030191,0311,0341,03411,03411,1301,0500
030199,030191,030191,030191,030191,030191,0311,0341,03411,03411,1301,0500
030192,030192,030192,030192,030192,030192,0311,0341,03411,03411,1301,0500
030193,030193,030193,030193,030193,030193,0311,0341,03411,03411,1301,0500
030193,030193,030193,030193,030199,030193,0311,0341,03411,03411,1301,0500
030193,030193,030193,030193,030199,030199,0311,0341,03411,03411,1301,0500
030199,030199,030199,030194,030194,030194,0311,0341,03411,03411,1301,0500
030199,030199,030199,030195,030195,030195,0311,0341,03411,03411,1301,0500
030199,030199,030199,030199,030194,030194,0311,0341,03411,03411,1301,0500
030199,030199,030199,030199,030199,030193,0311,0341,03411,03411,1301,0500
030199,030199,030199,030199,030199,030199,0311,0341,03411,03411,1301,0500
030211,030211,030211,030211,030211,030211,0311,0341,03412,03412,1301,0500
030211,030211,030211,030211,030211,030299,0311,0341,03412,03412,1301,0500
030219,030211,030211,030211,030211,030211,0311,0341,03412,03412,1301,0500
030219,030211,030211,030211,030211,030299,0311,0341,03412,03412,1301,0500
030212,030212,030212,030212,030213,030213,0311,0341,03412,03412,1301,0500
030212,030212,030212,030212,030213,030299,0311,0341,03412,03412,1301,0500
030212,030212,030212,030212,030214,030214,0311,0341,03412,03412,1301,0500
030212,030212,030212,030212,030214,030299,0311,0341,03412,03412,1301,0500
030219,030219,030219,030219,030219,030219,0311,0341,03412,03412,1301,0500
030219,030219,030219,030219,030219,030299,0311,0341,03412,03412,1301,0500
030221,030221,030221,030221,030221,030221,0311,0341,03413,03413,1301,0500
030221,030221,030221,030221,030221,030299,0311,0341,03413,03413,1301,0500
030222,030222,030222,030222,030222,030222,0311,0341,03413,03413,1301,0500
030222,030222,030222,030222,030222,030299,0311,0341,03413,03413,1301,0500
030223,030223,030223,030223,030223,030223,0311,0341,03413,03413,1301,0500
030223,030223,030223,030223,030223,030299,0311,0341,03413,03413,1301,0500
030229,030229,030229,030229,030224,030224,0311,0341,03413,03413,1301,0500
030229,030229,030229,030229,030224,030299,0311,0341,03413,03413,1301,0500
030229,030229,030229,030229,030229,030229,0311,0341,03413,03413,1301,0500
030229,030229,030229,030229,030229,030299,0311,0341,03413,03413,1301,0500
030231,030231,030231,030231,030231,030231,0311,0341,03414,03414,1301,0500
030231,030231,030231,030231,030231,030299,0311,0341,03414,03414,1301,0500
030232,030232,030232,030232,030232,030232,0311,0341,03414,03414,1301,0500
030232,030232,030232,030232,030232,030299,0311,0341,03414,03414,1301,0500
030233,030233,030233,030233,030233,030233,0311,0341,03414,03414,1301,0500
030233,030233,030233,030233,030233,030299,0311,0341,03414,03414,1301,0500
030239,030239,030234,030234,030234,030234,0311,0341,03414,03414,1301,0500
030239,030239,030234,030234,030234,030299,0311,0341,03414,03414,1301,0500
030239,030239,030235,030235,030235,030235,0311,0341,03414,03414,1301,0500
030239,030239,030235,030235,030235,030299,0311,0341,03414,03414,1301,0500
030239,030239,030236,030236,030236,030236,0311,0341,03414,03414,1301,0500
030239,030239,030236,030236,030236,030299,0311,0341,03414,03414,1301,0500
030239,030239,030239,030239,030235,030235,0311,0341,03414,03414,1301,0500
030239,030239,030239,030239,030235,030299,0311,0341,03414,03414,1301,0500
030239,030239,030239,030239,030239,030239,0311,0341,03414,03414,1301,0500
030239,030239,030239,030239,030239,030299,0311,0341,03414,03414,1301,0500
030240,030240,030240,030240,030241,030241,0311,0341,03415,03415,1301,0500
030240,030240,030240,030240,030241,030299,0311,0341,03415,03415,1301,0500
030250,030250,030250,030250,030251,030251,0311,0341,03416,03416,1301,0500
030250,030250,030250,030250,030251,030299,0311,0341,03416,03416,1301,0500
030261,030261,030261,030261,030243,030243,0311,0341,03415,03415,1301,0500
030261,030261,030261,030261,030243,030299,0311,0341,03415,03415,1301,0500
030262,030262,030262,030262,030252,030252,0311,0341,03418,03418,1301,0500
030262,030262,030262,030262,030252,030299,0311,0341,03418,03418,1301,0500
030263,030263,030263,030263,030253,030253,0311,0341,03418,03418,1301,0500
030263,030263,030263,030263,030253,030299,0311,0341,03418,03418,1301,0500
030264,030264,030264,030264,030244,030244,0311,0341,03417,03417,1301,0500
030264,030264,030264,030264,030244,030299,0311,0341,03417,03417,1301,0500
030265,030265,030265,030265,030281,030281,0311,0341,03418,03418,1301,0500
030265,030265,030265,030265,030281,030292,0311,0341,03418,03418,1301,0500
030265,030265,030265,030265,030281,030299,0311,0341,03418,03418,1301,0500
030266,030266,030266,030266,030274,030274,0311,0341,03418,03418,1301,0500
030266,030266,030266,030266,030274,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030267,030247,030247,0311,0341,03418,03418,1301,0500
030269,030269,030269,030267,030247,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030268,030283,030283,0311,0341,03418,03418,1301,0500
030269,030269,030269,030268,030283,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030242,030242,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030242,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030245,030245,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030245,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030246,030246,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030246,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030254,030254,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030254,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030255,030255,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030255,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030256,030256,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030256,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030284,030284,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030284,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030285,030285,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030285,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030289,030249,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030289,030273,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030289,030289,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030289,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030259,030259,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030259,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030271,030271,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030271,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030272,030272,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030272,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030273,030273,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030273,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030279,030279,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030279,030299,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030282,030282,0311,0341,03418,03418,1301,0500
030269,030269,030269,030269,030282,030299,0311,0341,03418,03418,1301,0500
030270,030270,030270,030270,030290,030291,0311,0341,03419,03419,1301,1512
030310,030310,030311,030311,030311,030311,0311,0342,03421,03421,1301,1512
030310,030310,030311,030311,030311,030399,0311,0342,03421,03421,1301,1512
030310,030310,030319,030319,030312,030312,0311,0342,03421,03421,1301,1512
030310,030310,030319,030319,030312,030399,0311,0342,03421,03421,1301,1512
030321,030321,030321,030321,030314,030314,0311,0342,03421,03421,1301,1512
030321,030321,030321,030321,030314,030399,0311,0342,03421,03421,1301,1512
030329,030321,030321,030321,030314,030314,0311,0342,03421,03421,1301,1512
030329,030321,030321,030321,030314,030399,0311,0342,03421,03421,1301,1512
030322,030322,030322,030322,030313,030313,0311,0342,03421,03421,1301,1512
030322,030322,030322,030322,030313,030399,0311,0342,03421,03421,1301,1512
030329,030329,030329,030329,030319,030319,0311,0342,03421,03421,1301,1512
030329,030329,030329,030329,030319,030399,0311,0342,03421,03421,1301,1512
030331,030331,030331,030331,030331,030331,0311,0341,03422,03422,1301,1512
030331,030331,030331,030331,030331,030399,0311,0341,03422,03422,1301,1512
030332,030332,030332,030332,030332,030332,0311,0341,03422,03422,1301,1512
030332,030332,030332,030332,030332,030399,0311,0341,03422,03422,1301,1512
030333,030333,030333,030333,030333,030333,0311,0341,03422,03422,1301,1512
030333,030333,030333,030333,030333,030399,0311,0341,03422,03422,1301,1512
030339,030339,030339,030339,030334,030334,0311,0341,03422,03422,1301,1512
030339,030339,030339,030339,030334,030399,0311,0341,03422,03422,1301,1512
030339,030339,030339,030339,030339,030339,0311,0341,03422,03422,1301,1512
030339,030339,030339,030339,030339,030399,0311,0341,03422,03422,1301,1512
030341,030341,030341,030341,030341,030341,0311,0342,03423,03423,1301,1512
030341,030341,030341,030341,030341,030399,0311,0342,03423,03423,1301,1512
030342,030342,030342,030342,030342,030342,0311,0342,03423,03423,1301,1512
030342,030342,030342,030342,030342,030399,0311,0342,03423,03423,1301,1512
030343,030343,030343,030343,030343,030343,0311,0342,03423,03423,1301,1512
030343,030343,030343,030343,030343,030399,0311,0342,03423,03423,1301,1512
030349,030349,030344,030344,030344,030344,0311,0342,03423,03423,1301,1512
030349,030349,030344,030344,030344,030399,0311,0342,03423,03423,1301,1512
030349,030349,030345,030345,030345,030345,0311,0342,03423,03423,1301,1512
030349,030349,030345,030345,030345,030399,0311,0342,03423,03423,1301,1512
030349,030349,030346,030346,030346,030346,0311,0342,03423,03423,1301,1512
030349,030349,030346,030346,030346,030399,0311,0342,03423,03423,1301,1512
030349,030349,030349,030349,030345,030345,0311,0342,03423,03423,1301,1512
030349,030349,030349,030349,030345,030399,0311,0342,03423,03423,1301,1512
030349,030349,030349,030349,030349,030349,0311,0342,03423,03423,1301,1512
030349,030349,030349,030349,030349,030399,0311,0342,03423,03423,1301,1512
030350,030350,030350,030351,030351,030351,0311,0342,03424,03424,1301,1512
030350,030350,030350,030351,030351,030399,0311,0342,03424,03424,1301,1512
030360,030360,030360,030352,030363,030363,0311,0342,03425,03425,1301,1512
030360,030360,030360,030352,030363,030399,0311,0342,03425,03425,1301,1512
030371,030371,030371,030371,030353,030353,0311,0342,03424,03424,1301,1512
030371,030371,030371,030371,030353,030399,0311,0342,03424,03424,1301,1512
030372,030372,030372,030372,030364,030364,0311,0342,03428,03428,1301,1512
030372,030372,030372,030372,030364,030399,0311,0342,03428,03428,1301,1512
030373,030373,030373,030373,030365,030365,0311,0342,03428,03428,1301,1512
030373,030373,030373,030373,030365,030399,0311,0342,03428,03428,1301,1512
030374,030374,030374,030374,030354,030354,0311,0342,03426,03426,1301,1512
030374,030374,030374,030374,030354,030399,0311,0342,03426,03426,1301,1512
030375,030375,030375,030375,030381,030381,0311,0342,03428,03428,1301,1512
030375,030375,030375,030375,030381,030392,0311,0342,03428,03428,1301,1512
030375,030375,030375,030375,030381,030399,0311,0342,03428,03428,1301,1512
030376,030376,030376,030376,030326,030326,0311,0342,03428,03428,1301,1512
030376,030376,030376,030376,030326,030399,0311,0342,03428,03428,1301,1512
030377,030377,030377,030377,030384,030384,0311,0342,03428,03428,1301,1512
030377,030377,030377,030377,030384,030399,0311,0342,03428,03428,1301,1512
030378,030378,030378,030378,030366,030366,0311,0342,03427,03427,1301,1512
030378,030378,030378,030378,030366,030399,0311,0342,03427,03427,1301,1512
030379,030379,030379,030361,030357,030357,0311,0342,03428,03428,1301,1512
030379,030379,030379,030361,030357,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030362,030383,030383,0311,0342,03428,03428,1301,1512
030379,030379,030379,030362,030383,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030323,030323,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030323,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030324,030324,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030324,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030325,030325,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030325,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030329,030329,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030329,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030355,030355,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030355,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030356,030356,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030356,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030367,030367,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030367,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030368,030368,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030368,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030369,030369,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030369,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030382,030382,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030382,030399,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030389,030325,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030389,030359,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030389,030389,0311,0342,03428,03428,1301,1512
030379,030379,030379,030379,030389,030399,0311,0342,03428,03428,1301,1512
030380,030380,030380,030380,030390,030391,0311,0342,03429,03429,1301,1512
030410,030410,030410,030411,030445,030445,0311,0341,03451,03451,1301,1512
030410,030410,030410,030411,030445,030445,0311,0343,03451,03451,1301,1512
030410,030410,030410,030411,030454,030454,0311,0341,03451,03451,1301,1512
030410,030410,030410,030411,030454,030454,0311,0343,03451,03451,1301,1512
030410,030410,030410,030412,030446,030446,0311,0341,03451,03451,1301,1512
030410,030410,030410,030412,030446,030446,0311,0343,03451,03451,1301,1512
030410,030410,030410,030412,030455,030455,0311,0341,03451,03451,1301,1512
030410,030410,030410,030412,030455,030455,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030431,030431,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030431,030431,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030432,030432,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030432,030432,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030433,030433,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030433,030433,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030439,030439,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030439,030439,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030441,030441,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030441,030441,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030442,030442,0311,0341,03451,03451,1301,1512
030410,030410,030410,030419,030442,030442,0311,0343,03451,03451,1301,1512
030410,030410,030410,030419,030459,030451,0311,0341,03451,03451,1301,1512
