hs92,hs96,hs02,hs07,hs12,hs17,sitc1,sitc2,sitc3,sitc4,isic2,isic3
480252,480252,480262,480262,480262,480100,64194,64122,64248,64129,3411,2101
480252,480252,480262,480262,480262,480100,6414,64159,64248,64129,3411,2101
480252,480252,480262,480262,480262,480100,6415,64159,64248,64129,3411,2101
480252,480252,480262,480262,480262,480100,64195,64189,64248,64129,3411,2101
480252,480252,480262,480262,480262,480100,64293,64249,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,6411,6411,6411,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64123,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64123,64129,3411,2101
480252,480252,480262,480262,480262,480262,64121,64121,64125,64129,3411,2101
480252,480252,480262,480262,480262,480262,6417,64121,64125,64129,3411,2101
480252,480252,480262,480262,480262,480262,6413,64139,64125,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64125,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64125,64129,3411,2101
480252,480252,480262,480262,480262,480262,64121,64121,64126,64129,3411,2101
480252,480252,480262,480262,480262,480262,6417,64121,64126,64129,3411,2101
480252,480252,480262,480262,480262,480262,6413,64139,64126,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64126,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64126,64129,3411,2101
480252,480252,480262,480262,480262,480262,64121,64121,64127,64129,3411,2101
480252,480252,480262,480262,480262,480262,6417,64121,64127,64129,3411,2101
480252,480252,480262,480262,480262,480262,6413,64139,64127,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64127,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64127,64129,3411,2101
480252,480252,480262,480262,480262,480262,6411,6411,64129,64129,3411,2101
480252,480252,480262,480262,480262,480262,64121,64121,64129,64129,3411,2101
480252,480252,480262,480262,480262,480262,6417,64121,64129,64129,3411,2101
480252,480252,480262,480262,480262,480262,6413,64139,64129,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64129,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64129,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64154,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64154,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64157,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64157,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64158,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64158,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64159,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64159,64129,3411,2101
480252,480252,480262,480262,480262,480262,64121,64121,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,6417,64121,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,64122,64122,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,64194,64122,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,6414,64159,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,6415,64159,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,64195,64189,64248,64129,3411,2101
480252,480252,480262,480262,480262,480262,64293,64249,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,6411,6411,6411,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64123,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64123,64129,3411,2101
480253,480253,480262,480262,480262,480100,64121,64121,64125,64129,3411,2101
480253,480253,480262,480262,480262,480100,6417,64121,64125,64129,3411,2101
480253,480253,480262,480262,480262,480100,6413,64139,64125,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64125,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64125,64129,3411,2101
480253,480253,480262,480262,480262,480100,64121,64121,64126,64129,3411,2101
480253,480253,480262,480262,480262,480100,6417,64121,64126,64129,3411,2101
480253,480253,480262,480262,480262,480100,6413,64139,64126,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64126,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64126,64129,3411,2101
480253,480253,480262,480262,480262,480100,64121,64121,64127,64129,3411,2101
480253,480253,480262,480262,480262,480100,6417,64121,64127,64129,3411,2101
480253,480253,480262,480262,480262,480100,6413,64139,64127,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64127,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64127,64129,3411,2101
480253,480253,480262,480262,480262,480100,6411,6411,64129,64129,3411,2101
480253,480253,480262,480262,480262,480100,64121,64121,64129,64129,3411,2101
480253,480253,480262,480262,480262,480100,6417,64121,64129,64129,3411,2101
480253,480253,480262,480262,480262,480100,6413,64139,64129,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64129,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64129,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64154,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64154,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64157,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64157,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64158,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64158,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64159,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64159,64129,3411,2101
480253,480253,480262,480262,480262,480100,64121,64121,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,6417,64121,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,64122,64122,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,64194,64122,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,6414,64159,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,6415,64159,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,64195,64189,64248,64129,3411,2101
480253,480253,480262,480262,480262,480100,64293,64249,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,6411,6411,6411,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64123,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64123,64129,3411,2101
480253,480253,480262,480262,480262,480262,64121,64121,64125,64129,3411,2101
480253,480253,480262,480262,480262,480262,6417,64121,64125,64129,3411,2101
480253,480253,480262,480262,480262,480262,6413,64139,64125,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64125,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64125,64129,3411,2101
480253,480253,480262,480262,480262,480262,64121,64121,64126,64129,3411,2101
480253,480253,480262,480262,480262,480262,6417,64121,64126,64129,3411,2101
480253,480253,480262,480262,480262,480262,6413,64139,64126,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64126,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64126,64129,3411,2101
480253,480253,480262,480262,480262,480262,64121,64121,64127,64129,3411,2101
480253,480253,480262,480262,480262,480262,6417,64121,64127,64129,3411,2101
480253,480253,480262,480262,480262,480262,6413,64139,64127,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64127,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64127,64129,3411,2101
480253,480253,480262,480262,480262,480262,6411,6411,64129,64129,3411,2101
480253,480253,480262,480262,480262,480262,64121,64121,64129,64129,3411,2101
480253,480253,480262,480262,480262,480262,6417,64121,64129,64129,3411,2101
480253,480253,480262,480262,480262,480262,6413,64139,64129,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64129,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64129,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64154,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64154,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64157,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64157,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64158,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64158,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64159,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64159,64129,3411,2101
480253,480253,480262,480262,480262,480262,64121,64121,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,6417,64121,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,64122,64122,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,64194,64122,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,6414,64159,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,6415,64159,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,64195,64189,64248,64129,3411,2101
480253,480253,480262,480262,480262,480262,64293,64249,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,6411,6411,6411,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64123,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64123,64129,3411,2101
480260,480260,480262,480262,480262,480100,64121,64121,64125,64129,3411,2101
480260,480260,480262,480262,480262,480100,6417,64121,64125,64129,3411,2101
480260,480260,480262,480262,480262,480100,6413,64139,64125,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64125,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64125,64129,3411,2101
480260,480260,480262,480262,480262,480100,64121,64121,64126,64129,3411,2101
480260,480260,480262,480262,480262,480100,6417,64121,64126,64129,3411,2101
480260,480260,480262,480262,480262,480100,6413,64139,64126,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64126,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64126,64129,3411,2101
480260,480260,480262,480262,480262,480100,64121,64121,64127,64129,3411,2101
480260,480260,480262,480262,480262,480100,6417,64121,64127,64129,3411,2101
480260,480260,480262,480262,480262,480100,6413,64139,64127,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64127,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64127,64129,3411,2101
480260,480260,480262,480262,480262,480100,6411,6411,64129,64129,3411,2101
480260,480260,480262,480262,480262,480100,64121,64121,64129,64129,3411,2101
480260,480260,480262,480262,480262,480100,6417,64121,64129,64129,3411,2101
480260,480260,480262,480262,480262,480100,6413,64139,64129,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64129,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64129,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64154,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64154,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64157,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64157,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64158,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64158,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64159,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64159,64129,3411,2101
480260,480260,480262,480262,480262,480100,64121,64121,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,6417,64121,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,64122,64122,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,64194,64122,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,6414,64159,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,6415,64159,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,64195,64189,64248,64129,3411,2101
480260,480260,480262,480262,480262,480100,64293,64249,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,6411,6411,6411,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64123,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64123,64129,3411,2101
480260,480260,480262,480262,480262,480262,64121,64121,64125,64129,3411,2101
480260,480260,480262,480262,480262,480262,6417,64121,64125,64129,3411,2101
480260,480260,480262,480262,480262,480262,6413,64139,64125,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64125,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64125,64129,3411,2101
480260,480260,480262,480262,480262,480262,64121,64121,64126,64129,3411,2101
480260,480260,480262,480262,480262,480262,6417,64121,64126,64129,3411,2101
480260,480260,480262,480262,480262,480262,6413,64139,64126,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64126,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64126,64129,3411,2101
480260,480260,480262,480262,480262,480262,64121,64121,64127,64129,3411,2101
480260,480260,480262,480262,480262,480262,6417,64121,64127,64129,3411,2101
480260,480260,480262,480262,480262,480262,6413,64139,64127,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64127,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64127,64129,3411,2101
480260,480260,480262,480262,480262,480262,6411,6411,64129,64129,3411,2101
480260,480260,480262,480262,480262,480262,64121,64121,64129,64129,3411,2101
480260,480260,480262,480262,480262,480262,6417,64121,64129,64129,3411,2101
480260,480260,480262,480262,480262,480262,6413,64139,64129,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64129,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64129,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64154,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64154,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64157,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64157,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64158,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64158,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64159,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64159,64129,3411,2101
480260,480260,480262,480262,480262,480262,64121,64121,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,6417,64121,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,64122,64122,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,64194,64122,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,6414,64159,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,6415,64159,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,64195,64189,64248,64129,3411,2101
480260,480260,480262,480262,480262,480262,64293,64249,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,6411,6411,6411,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64123,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64123,64129,3411,2101
480521,480521,480262,480262,480262,480100,64121,64121,64125,64129,3411,2101
480521,480521,480262,480262,480262,480100,6417,64121,64125,64129,3411,2101
480521,480521,480262,480262,480262,480100,6413,64139,64125,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64125,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64125,64129,3411,2101
480521,480521,480262,480262,480262,480100,64121,64121,64126,64129,3411,2101
480521,480521,480262,480262,480262,480100,6417,64121,64126,64129,3411,2101
480521,480521,480262,480262,480262,480100,6413,64139,64126,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64126,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64126,64129,3411,2101
480521,480521,480262,480262,480262,480100,64121,64121,64127,64129,3411,2101
480521,480521,480262,480262,480262,480100,6417,64121,64127,64129,3411,2101
480521,480521,480262,480262,480262,480100,6413,64139,64127,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64127,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64127,64129,3411,2101
480521,480521,480262,480262,480262,480100,6411,6411,64129,64129,3411,2101
480521,480521,480262,480262,480262,480100,64121,64121,64129,64129,3411,2101
480521,480521,480262,480262,480262,480100,6417,64121,64129,64129,3411,2101
480521,480521,480262,480262,480262,480100,6413,64139,64129,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64129,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64129,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64154,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64154,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64157,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64157,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64158,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64158,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64159,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64159,64129,3411,2101
480521,480521,480262,480262,480262,480100,64121,64121,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,6417,64121,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,64122,64122,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,64194,64122,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,6414,64159,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,6415,64159,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,64195,64189,64248,64129,3411,2101
480521,480521,480262,480262,480262,480100,64293,64249,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,6411,6411,6411,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64123,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64123,64129,3411,2101
480521,480521,480262,480262,480262,480262,64121,64121,64125,64129,3411,2101
480521,480521,480262,480262,480262,480262,6417,64121,64125,64129,3411,2101
480521,480521,480262,480262,480262,480262,6413,64139,64125,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64125,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64125,64129,3411,2101
480521,480521,480262,480262,480262,480262,64121,64121,64126,64129,3411,2101
480521,480521,480262,480262,480262,480262,6417,64121,64126,64129,3411,2101
480521,480521,480262,480262,480262,480262,6413,64139,64126,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64126,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64126,64129,3411,2101
480521,480521,480262,480262,480262,480262,64121,64121,64127,64129,3411,2101
480521,480521,480262,480262,480262,480262,6417,64121,64127,64129,3411,2101
480521,480521,480262,480262,480262,480262,6413,64139,64127,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64127,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64127,64129,3411,2101
480521,480521,480262,480262,480262,480262,6411,6411,64129,64129,3411,2101
480521,480521,480262,480262,480262,480262,64121,64121,64129,64129,3411,2101
480521,480521,480262,480262,480262,480262,6417,64121,64129,64129,3411,2101
480521,480521,480262,480262,480262,480262,6413,64139,64129,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64129,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64129,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64154,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64154,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64157,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64157,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64158,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64158,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64159,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64159,64129,3411,2101
480521,480521,480262,480262,480262,480262,64121,64121,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,6417,64121,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,64122,64122,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,64194,64122,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,6414,64159,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,6415,64159,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,64195,64189,64248,64129,3411,2101
480521,480521,480262,480262,480262,480262,64293,64249,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,6411,6411,6411,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64123,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64123,64129,3411,2101
480522,480522,480262,480262,480262,480100,64121,64121,64125,64129,3411,2101
480522,480522,480262,480262,480262,480100,6417,64121,64125,64129,3411,2101
480522,480522,480262,480262,480262,480100,6413,64139,64125,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64125,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64125,64129,3411,2101
480522,480522,480262,480262,480262,480100,64121,64121,64126,64129,3411,2101
480522,480522,480262,480262,480262,480100,6417,64121,64126,64129,3411,2101
480522,480522,480262,480262,480262,480100,6413,64139,64126,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64126,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64126,64129,3411,2101
480522,480522,480262,480262,480262,480100,64121,64121,64127,64129,3411,2101
480522,480522,480262,480262,480262,480100,6417,64121,64127,64129,3411,2101
480522,480522,480262,480262,480262,480100,6413,64139,64127,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64127,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64127,64129,3411,2101
480522,480522,480262,480262,480262,480100,6411,6411,64129,64129,3411,2101
480522,480522,480262,480262,480262,480100,64121,64121,64129,64129,3411,2101
480522,480522,480262,480262,480262,480100,6417,64121,64129,64129,3411,2101
480522,480522,480262,480262,480262,480100,6413,64139,64129,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64129,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64129,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64154,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64154,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64157,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64157,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64158,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64158,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64159,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64159,64129,3411,2101
480522,480522,480262,480262,480262,480100,64121,64121,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,6417,64121,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,64122,64122,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,64194,64122,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,6414,64159,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,6415,64159,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,64195,64189,64248,64129,3411,2101
480522,480522,480262,480262,480262,480100,64293,64249,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,6411,6411,6411,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64123,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64123,64129,3411,2101
480522,480522,480262,480262,480262,480262,64121,64121,64125,64129,3411,2101
480522,480522,480262,480262,480262,480262,6417,64121,64125,64129,3411,2101
480522,480522,480262,480262,480262,480262,6413,64139,64125,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64125,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64125,64129,3411,2101
480522,480522,480262,480262,480262,480262,64121,64121,64126,64129,3411,2101
480522,480522,480262,480262,480262,480262,6417,64121,64126,64129,3411,2101
480522,480522,480262,480262,480262,480262,6413,64139,64126,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64126,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64126,64129,3411,2101
480522,480522,480262,480262,480262,480262,64121,64121,64127,64129,3411,2101
480522,480522,480262,480262,480262,480262,6417,64121,64127,64129,3411,2101
480522,480522,480262,480262,480262,480262,6413,64139,64127,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64127,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64127,64129,3411,2101
480522,480522,480262,480262,480262,480262,6411,6411,64129,64129,3411,2101
480522,480522,480262,480262,480262,480262,64121,64121,64129,64129,3411,2101
480522,480522,480262,480262,480262,480262,6417,64121,64129,64129,3411,2101
480522,480522,480262,480262,480262,480262,6413,64139,64129,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64129,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64129,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64154,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64154,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64157,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64157,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64158,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64158,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64159,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64159,64129,3411,2101
480522,480522,480262,480262,480262,480262,64121,64121,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,6417,64121,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,64122,64122,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,64194,64122,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,6414,64159,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,6415,64159,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,64195,64189,64248,64129,3411,2101
480522,480522,480262,480262,480262,480262,64293,64249,64248,64129,3411,2101
480523,480523,480262,480262,480262,480100,6411,6411,6411,64129,3411,2101
480523,480523,480262,480262,480262,480100,6414,64159,64123,64129,3411,2101
480523,480523,480262,480262,480262,480100,6415,64159,64123,64129,3411,2101
480523,480523,480262,480262,480262,480100,64121,64121,64125,64129,3411,2101
480523,480523,480262,480262,480262,480100,6417,64121,64125,64129,3411,2101
480523,480523,480262,480262,480262,480100,6413,64139,64125,64129,3411,2101
480523,480523,480262,480262,480262,480100,6414,64159,64125,64129,3411,2101
480523,480523,480262,480262,480262,480100,6415,64159,64125,64129,3411,2101
480523,480523,480262,480262,480262,480100,64121,64121,64126,64129,3411,2101
480523,480523,480262,480262,480262,480100,6417,64121,64126,64129,3411,2101
480523,480523,480262,480262,480262,480100,6413,64139,64126,64129,3411,2101
480523,480523,480262,480262,480262,480100,6414,64159,64126,64129,3411,2101
480523,480523,480262,480262,480262,480100,6415,64159,64126,64129,3411,2101
480523,480523,480262,480262,480262,480100,64121,64121,64127,64129,3411,2101
480523,480523,480262,480262,480262,480100,6417,64121,64127,64129,3411,2101
480523,480523,480262,480262,480262,480100,6413,64139,64127,64129,3411,2101
480523,480523,480262,480262,480262,480100,6414,64159,64127,64129,3411,2101
480523,480523,480262,480262,480262,480100,6415,64159,64127,64129,3411,2101
480523,480523,480262,480262,480262,480100,6411,6411,64129,64129,3411,2101
480523,480523,480262,480262,480262,480100,64121,64121,64129,64129,3411,2101
480523,480523,480262,480262,480262,480100,6417,64121,64129,64129,3411,2101
480523,480523,480262,480262,480262,480100,6413,64139,64129,64129,3411,2101
